,Record ID,SchoolName,City,State,Borough,Zip Code,LastInspection,Permittee,InspectionDate,PTET,Site Type,Level,Code,ViolationDescription,LATITUDE,LONGITUDE,COUNCILDISTRICT,BIN,Public Status,Address,2021-2022 Segment Enrollment
4441,40803904,ST. BRENDAN,Bronx,NY,Bronx,10467,11/21/2022,ARCHDIOCESE OF NEW YORK,3/22/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.87556913,-73.87760858,11.0,2018138.0,Private,268 EAST  207 STREET,23954
4442,50078658,EISEK HATORAH,Brooklyn,NY,Brooklyn,11236,2/14/2023,EISEK HATORAH DRACHMISTRIVKA,3/24/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.63279117,-73.90874794,46.0,3225585.0,Private,8101 AVENUE K,116725
4443,50010177,TALMUD TORAH DNITRA,Brooklyn,NY,Brooklyn,11205,1/10/2023,Talmud Torah Dnitra,6/17/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40.68966311,-73.95515345,36.0,3049709.0,Private,1005 BEDFORD AVENUE,116725
4444,40543711,"P.S. 107, ICAHN CHARTER SCHOOL 7 ANNEX",Bronx,NY,Bronx,10473,3/20/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,10/20/2022,2530,FSE (Public School Cafeteria),,,,40.81846016,-73.86837104,18.0,2021972.0,Public,1695 SEWARD AVENUE,168582
4445,40542149,P.S. 247 BROOKLYN,Brooklyn,NY,Brooklyn,11204,2/2/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/2/2022,2530,FSE (Public School Cafeteria),G,09B,Thawing procedures improper.,40.61226557,-73.98671333,47.0,3157466.0,Public,7000 21 AVENUE,260855
4446,40547503,THE SPENCE SCHOOL,New York,NY,Manhattan,10128,11/29/2022,"TRUSTEES OF THE SPENCE SCHOOL, INC",11/22/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40.78432256,-73.95720191,4.0,1047005.0,Private,22 EAST   91 STREET,49856
4447,40541468,P.S. 124 YUNG WING,New York,NY,Manhattan,10002,3/20/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,11/17/2020,2530,FSE (Public School Cafeteria),,,,40.71419356,-73.99508695,1.0,1075787.0,Public,40 DIVISION STREET,152463
4448,41602488,CENTRAL UTA,Brooklyn,NY,Brooklyn,11249,1/13/2023,"BAIS RUCHEL D'SATMAR, INC",3/30/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09C,Food contact surface not properly maintained.,40.70069628,-73.96041148,33.0,3335307.0,Private,762 WYTHE AVENUE,116725
4449,40740823,MESIVTA TIFERETH JERUSALEM,New York,NY,Manhattan,10002,3/23/2023,MESIFTA TIFERETH JERUSALEM INC,6/14/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40.713921,-73.991328,,,Private,141-147 EAST BROADWAY,49856
4450,50095697,NEW COVENANT CHRISTIAN SCHOOL(Enter kitchen 1179 Boston Road Pre K),Bronx,NY,Bronx,10456,12/9/2022,NEW COVENANT FAITH AND MIRACLE ARENA INC,3/10/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.82883417,-73.90311927,16.0,2004287.0,Private,1175 BOSTON ROAD,23954
4451,40541452,P.S. 079 FRANCIS LEWIS,Whitestone,NY,Queens,11357,11/7/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/7/2022,2530,FSE (Public School Cafeteria),,,,40.78590184,-73.8180567,19.0,4105232.0,Public,14727 15 DRIVE,263898
4452,40541660,P.S. 108 CAPTAIN VINCENT G. FOWLER,South Ozone Park,NY,Queens,11420,1/5/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/5/2023,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.67957633,-73.83154712,28.0,4247572.0,Public,10810 109 AVENUE,263898
4453,40582344,P.S. 217 COLONEL DAVID MARCUS SCHOOL,Brooklyn,NY,Brooklyn,11230,1/20/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/20/2023,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.6336133,-73.96714914,40.0,3121072.0,Public,973 CONEY ISLAND AVENUE,260855
4454,DM21121645020408745,DREAM CHARTER HIGH SCHOOL,New York,NY,Manhattan,10029,11/29/2022,DREAM CHARTER SCHOOLS,2/16/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",40.79491783,-73.93495109,8.0,1081441.0,Private,439 EAST  115 STREET,49856
4455,40540718,P.S. 146 HOWARD BEACH,Howard Beach,NY,Queens,11414,2/10/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/29/2022,2530,FSE (Public School Cafeteria),AV,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",40.65986568,-73.83506801,32.0,4295163.0,Public,9801 159 AVENUE,263898
4456,40541120,"P.S. 009 SARAH ANDERSON, M.S. 243 CENTER SCHOOL",New York,NY,Manhattan,10024,11/3/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/3/2022,2530,FSE (Public School Cafeteria),C,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",40.78527989,-73.97342955,6.0,1032119.0,Public,100 WEST   84 STREET,152463
4457,40547639,"MIDDLE SCHOOL FOR ART AND PHILOSOPHY, KINGS COLLEGIATE CHARTER SCHOOL",Brooklyn,NY,Brooklyn,11212,12/22/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,7/15/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.65737638,-73.92003481,41.0,3101840.0,Public,365 EAST   94 STREET,260855
4458,40542149,P.S. 247 BROOKLYN,Brooklyn,NY,Brooklyn,11204,2/2/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/2/2023,2530,FSE (Public School Cafeteria),,,,40.61226557,-73.98671333,47.0,3157466.0,Public,7000 21 AVENUE,260855
4459,50055485,WINDWARD SCHOOL -MANHATTAN CAMPUS,New York,NY,Manhattan,10128,10/28/2022,FLIK INTERNATIONAL CORP,2/3/2022,2529,FSE (Private School Cafeteria - For Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.78302697,-73.95021912,5.0,1090174.0,Private,212 EAST   93 STREET,49856
4460,40941365,OUR LADY QUEEN OF ANGELS(entrance 229 E.112 Street),New York,NY,Manhattan,10029,12/9/2022,ARCHDIOCESE OF NEW YORK,12/9/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.79548609,-73.94017659,8.0,1081353.0,Private,232 EAST  113 STREET,49856
4461,40541385,P.S. 060 WOODHAVEN,Woodhaven,NY,Queens,11421,10/6/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/9/2020,2530,FSE (Public School Cafeteria),,,,40.69217097,-73.85263575,32.0,4184144.0,Public,9102 88 AVENUE,263898
4462,41630232,NESIVOS BAIS YAAKOV,Brooklyn,NY,Brooklyn,11218,12/14/2022,BAIS YAAKOV NESIVOS,5/17/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),AV,22G,Sale or use of certain expanded polystyrene items restricted,40.64315529,-73.98606935,39.0,3000000.0,Private,1228 36 STREET,116725
4463,40542923,"P.S. 017 HENRY D. WOODWORTH, CONSELYEA PREPARATORY SCHOOL",Brooklyn,NY,Brooklyn,11211,2/1/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/21/2021,2530,FSE (Public School Cafeteria),,,,40.71534379,-73.9567161,34.0,3062337.0,Public,208 NORTH    5 STREET,260855
4464,40542973,P.S. 175 CITY ISLAND,Bronx,NY,Bronx,10464,7/19/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,12/8/2020,2530,FSE (Public School Cafeteria),,,,40.84386641,-73.78521707,13.0,2082444.0,Public,200 CITY ISLAND AVENUE,168582
4465,50117831,MS. LAM MONTESSORI LLC,Brooklyn,NY,Brooklyn,11249,2/14/2023,MS. LAM MONTESSORI LLC,2/14/2023,2529,FSE (Private School Cafeteria - For Profit),,,,40.71979279,-73.96386694,33.0,3397447.0,Private,2 NORTHSIDE PIERS,116725
4466,40542223,P.S. 229 DYKER,Brooklyn,NY,Brooklyn,11228,12/19/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,12/19/2022,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.6109563,-74.01337645,43.0,3167212.0,Public,1400 BENSON AVENUE,260855
4467,50131497,MANHATTAN CHRISTIAN ACADEMY,New York,NY,Manhattan,10034,10/26/2022,MANHATTAN CHRISTIAN ACADEMY,2/2/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),AV,18A,"Current valid permit, registration or other authorization to operate establishment not available.",40.86251289,-73.91828684,10.0,1064504.0,Private,401 WEST  205 STREET,49856
4468,40542183,P.S. 214 MICHAEL FRIEDSAM,Brooklyn,NY,Brooklyn,11208,3/7/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/21/2022,2530,FSE (Public School Cafeteria),G,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,40.67650584,-73.86315078,37.0,3095254.0,Public,2944 PITKIN AVENUE,260855
4469,50093381,THE EQUITY PROJECT CHARTER SCHOOL,New York,NY,Manhattan,10034,2/6/2023,THE EQUITY PROJECT CHARTER SCHOOL,6/21/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.86463788,-73.92309274,10.0,1064765.0,Private,153 SHERMAN AVENUE,49856
4470,40542080,P.S. 204 VINCE LOMBARDI,Brooklyn,NY,Brooklyn,11228,7/28/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,8/9/2021,2530,FSE (Public School Cafeteria),C,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40.61415182,-74.00663812,43.0,3163702.0,Public,8101 15 AVENUE,260855
4471,40894158,ST. FRANCIS DE SALES SCHOOL FOR THE DEAF,Brooklyn,NY,Brooklyn,11225,12/2/2022,ST. FRANCIS DE SALES SCHOOL FOR THE DEAF,12/2/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",40.67114049,-73.96023083,35.0,3029670.0,Private,260 EASTERN PARKWAY,116725
4472,40545912,"COMMUNITY SCHOOL FOR SOCIAL JUSTICE, HEALTH OPPORTUNITIES HIGH SCHOOL",Bronx,NY,Bronx,10451,1/17/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/12/2022,2530,FSE (Public School Cafeteria),,,,40.81593168,-73.93038561,8.0,2001027.0,Public,350 GERARD AVENUE,168582
4473,40541801,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,New York,NY,Manhattan,10031,1/31/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/31/2023,2530,FSE (Public School Cafeteria),G,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,40.81803678,-73.9515043,9.0,1084075.0,Public,135 CONVENT AVENUE,152463
4474,40542217,P.S. 226 ALFRED DE B.MASON,Brooklyn,NY,Brooklyn,11204,2/17/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/5/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.61524473,-73.97635017,44.0,3172071.0,Public,6006 23 AVENUE,260855
4475,40541510,P.S. 096,South Ozone Park,NY,Queens,11420,3/10/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/8/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.67498358,-73.8083707,28.0,4253028.0,Public,13001 ROCKAWAY BOULEVARD,263898
4476,40541658,P.S. 107 THOMAS A DOOLEY,Flushing,NY,Queens,11358,2/6/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/6/2023,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.75600552,-73.7997049,19.0,4123454.0,Public,16702 45 AVENUE,263898
4477,40542530,P.S. 321 WILLIAM PENN,Brooklyn,NY,Brooklyn,11215,9/28/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,9/28/2022,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.67145265,-73.97778294,39.0,3337516.0,Public,180 7 AVENUE,260855
4478,41283682,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE, P.S. Q233",Queens,NY,Queens,11416,2/27/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/26/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.68960241,-73.84072755,28.0,4438609.0,Public,9402 104 STREET,263898
4479,50087169,"MS 297, P751M AT M323",New York,NY,Manhattan,10014,2/2/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/24/2023,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.73099141,-74.00719103,3.0,1010407.0,Public,75 MORTON STREET,152463
4480,50096184,MONSIGNOR SCANLAN HIGH SCHOOL,Bronx,NY,Bronx,10465,2/17/2023,NR CAFETERIA SERVICES INC,2/28/2022,2529,FSE (Private School Cafeteria - For Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.82574524,-73.83670763,13.0,2097744.0,Private,915 HUTCHINSON RIVER PARKWAY,23954
4481,50106127,CREO COLLEGE PREP MIDDLE SCHOOL,Bronx,NY,Bronx,10451,1/26/2023,GENUINE FOOD LAB LLC,10/31/2022,2529,FSE (Private School Cafeteria - For Profit),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.81604003,-73.91976395,17.0,2000847.0,Private,524 COURTLANDT AVENUE,23954
4482,50034846,TREVOR DAY SCHOOL,New York,NY,Manhattan,10128,12/13/2022,TREVOR DAY SCHOOL,3/9/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.78331923,-73.94702678,5.0,1089945.0,Private,312 EAST   95 STREET,49856
4483,40756155,YESHIVA OF KINGS BAY,Brooklyn,NY,Brooklyn,11235,3/23/2023,YESHIVA OF KINGS BAY,8/11/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",40.58917144,-73.94340451,48.0,3204595.0,Private,2611 AVENUE Z,116725
4484,50010454,P.S. 160,Brooklyn,NY,Brooklyn,11219,11/23/2022,New York City Department of Education,11/23/2022,2530,FSE (Public School Cafeteria),AV,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",40.63648631,-73.99905601,44.0,3398120.0,Public,1057 52 STREET,260855
4485,40541399,P.S. 064 JOSEPH P. ADDABBO,Ozone Park,NY,Queens,11416,2/27/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/23/2021,2530,FSE (Public School Cafeteria),,,,40.68116435,-73.85691819,32.0,4188214.0,Public,8201 101 AVENUE,263898
4486,50098569,HELLENIC CLASSICAL CHARTER SCHOOL - SI,,NY,Staten Island,10314,1/10/2023,HELLENIC CLASSICAL CHARTER SCHOOL,5/16/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10H,Proper sanitization not provided for utensil ware washing operation.,40.60824851,-74.16209566,50.0,5107219.0,Private,1641 RICHMOND AVENUE,11337
4487,50125241,SAGE @ THE BUCKLEY SCHOOL,New York,NY,Manhattan,10021,1/24/2023,"SAGE DINING SERVICES, INC.",9/13/2022,2529,FSE (Private School Cafeteria - For Profit),C,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40.77150646,-73.96265097,4.0,1086876.0,Private,113 EAST   73 STREET,49856
4488,40543732,"THE FAMILY SCHOOL, SHERIDAN ACADEMY FOR YOUNG LEADERS",Bronx,NY,Bronx,10456,3/14/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/11/2022,2530,FSE (Public School Cafeteria),,,,40.83198571,-73.9179595,16.0,2002745.0,Public,1116 SHERIDAN AVENUE,168582
4489,50097229,UNITY PREPARATORY UPPER CHARTER SCHOOL OF BROOKLYN,Brooklyn,NY,Brooklyn,11211,1/4/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,4/8/2022,2531,FSE (Private School Cafeteria),,,,40.71629367,-73.95723854,33.0,3062221.0,Private,584 DRIGGS AVENUE,116725
4490,50113506,YESHIVA OHR YOSEPH,Brooklyn,NY,Brooklyn,11218,2/13/2023,YESHIVA OHR YOSEPH,12/14/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10J,Hand wash sign not posted,40.64413261,-73.98767267,39.0,3426910.0,Private,1128 36 STREET,116725
4491,40832114,"SAINT DEMETRIOS HIGH SCHOOL, SAINT DEMETRIOS GREEK AMERICAN SCHOOL - UPK, ST. DEMETRIOS/GREEK-AMER.",Astoria,NY,Queens,11102,12/6/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/16/2022,2531,FSE (Private School Cafeteria),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.76554183,-73.92340255,22.0,4441083.0,Private,3003 30 DRIVE,39686
4492,50132141,ROSALYN YALOW CHARTER SCHOOL,Bronx,NY,Bronx,10451,3/10/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/10/2023,2531,FSE (Private School Cafeteria),G,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,40.82081192,-73.92612072,17.0,2002452.0,Private,650 GRAND CONCOURSE,23954
4493,40541358,P.S. 055 MAURE,South Richmond Hill,NY,Queens,11419,10/6/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,8/9/2021,2530,FSE (Public School Cafeteria),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.69399645,-73.81661718,28.0,4200233.0,Public,13110 97 AVENUE,263898
4494,50095553,CENTRAL UTA,Brooklyn,NY,Brooklyn,11206,1/12/2023,BAIS RUCHEL D'SATMAR INC,1/12/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09E,Wash hands sign not posted near or above hand washing sink.,40.69502937,-73.94912749,36.0,3048637.0,Private,585 MARCY AVENUE,116725
4495,40738914,YESHIVA DARCHEI TORAH,Far Rockaway,NY,Queens,11691,11/14/2022,CONGREGATION YESHIVA DARCHEI TORAH,8/5/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.59674308,-73.7511478,31.0,4454258.0,Private,257 BEACH   17 STREET,39686
4496,50054380,KIPP NYC COLLEGE PREP HIGH SCHOOL,Bronx,NY,Bronx,10451,2/2/2023,KIPP NYC PUBLIC CHARTER SCHOOLS,6/13/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),A,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",40.8160857,-73.92648365,17.0,2128229.0,Private,201 EAST  144 STREET,23954
4497,40999358,"P.S. 156 WAVERLY, I.S. 392",Brooklyn,NY,Brooklyn,11212,3/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/11/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.66595795,-73.91810682,41.0,3081276.0,Public,104 SUTTER AVENUE,260855
4498,40542435,"P.S. 270 JOHANN DEKALB, COMMUNITY PARTNERSHIP CHARTER SCHOOL",Brooklyn,NY,Brooklyn,11205,9/16/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,2/9/2021,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.69019515,-73.96147788,35.0,3055378.0,Public,241 EMERSON PLACE,260855
4499,40542950,P.S. 038 THE PACIFIC,Brooklyn,NY,Brooklyn,11217,2/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/3/2023,2530,FSE (Public School Cafeteria),,,,40.68525697,-73.98263875,33.0,3001183.0,Public,450 PACIFIC STREET,260855
4500,40543742,"P.S. 146 EDWARD COLLINS, P186X AT X146",Bronx,NY,Bronx,10456,1/26/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/19/2022,2530,FSE (Public School Cafeteria),,,,40.82501875,-73.90614192,16.0,2004498.0,Public,968 CAULDWELL AVENUE,168582
4501,40542130,"P.S. 147 ISAAC REMSEN, YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",Brooklyn,NY,Brooklyn,11206,2/8/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/14/2022,2530,FSE (Public School Cafeteria),G,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,40.70519677,-73.93940674,34.0,3071418.0,Public,325 BUSHWICK AVENUE,260855
4502,40540723,P.S. 149 CHRISTA MCAULIFFE,Jackson Heights,NY,Queens,11372,3/7/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,12/24/2020,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.75483,-73.87460444,25.0,4035441.0,Public,9311 34 AVENUE,263898
4503,41519621,CHURCHILL SCHOOL & CENTER,New York,NY,Manhattan,10016,10/27/2022,"BUTTER BEANS, INC",10/27/2022,2529,FSE (Private School Cafeteria - For Profit),,,,40.74157883,-73.97801208,2.0,1081677.0,Private,301 EAST   29 STREET,49856
4504,40542429,"P.S./I.S. 323, MOTT HALL BRIDGES ACADEMY, P396K AT K263",Brooklyn,NY,Brooklyn,11212,3/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/21/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.66653721,-73.91090403,41.0,3081442.0,Public,210 CHESTER STREET,260855
4505,41607553,AL-MADINAH SCHOOL,Brooklyn,NY,Brooklyn,11215,12/12/2022,"AL-MADINAH SCHOOL, INC",11/23/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.67333998,-73.98943371,39.0,3338558.0,Private,383 3 AVENUE,116725
4506,50131497,MANHATTAN CHRISTIAN ACADEMY,New York,NY,Manhattan,10034,10/26/2022,MANHATTAN CHRISTIAN ACADEMY,2/2/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.86251289,-73.91828684,10.0,1064504.0,Private,401 WEST  205 STREET,49856
4507,40542212,"J.H.S. 223 THE MONTAUK, URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",Brooklyn,NY,Brooklyn,11204,12/14/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,4/4/2022,2530,FSE (Public School Cafeteria),G,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,40.63486815,-73.9815278,44.0,3125676.0,Public,4200 16 AVENUE,260855
4508,50109406,BNOS CHAYA STATEN ISLAND,,NY,Staten Island,10314,3/22/2023,CONGREGATION BNOS CHAYA,5/2/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.60804119,-74.14475043,50.0,5019047.0,Private,471 NORTH GANNON AVENUE,11337
4509,40542826,P.S. 177 THE MARLBORO,Brooklyn,NY,Brooklyn,11204,3/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/17/2021,2530,FSE (Public School Cafeteria),,,,40.60859654,-73.97484711,44.0,3175834.0,Public,346 AVENUE P,260855
4510,50069627,ST. FRANCIS OF ASSISI CATHOLIC ACADEMY,Brooklyn,NY,Brooklyn,11225,1/24/2023,ST. FRANCIS OF ASSISI CATHOLIC ACADEMY,5/20/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.66163107,-73.94944141,40.0,3106502.0,Private,400 LINCOLN ROAD,116725
4511,40542561,"FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL, P.S. 346 ABE STARK",Brooklyn,NY,Brooklyn,11239,2/17/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/18/2022,2530,FSE (Public School Cafeteria),C,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40.64725279,-73.8811137,42.0,3098294.0,Public,1400 PENNSYLVANIA AVENUE,260855
